Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-77.65%,-46.82%,75.98%
,ebitda margin growth,-44.88%,0.76%,8.74%,26.95%
,net income growth,-54.89%,-10.82%,26%,50%
,revenue growth,-17.23%,3.5%,16%,24%
,roce,-54.18%,-16.93%,-6.9%,25.68%
,roe,-54.88%,-20.29%,16.83%,-6.68%
