Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-24.2%,25.04%,20.62%
,ebitda margin growth,—,-19.41%,-19.36%,-9.58%
,net income growth,671.79%,-41.89%,2%,-1%
,revenue growth,45.57%,-7.84%,10%,8%
,roce,—,-28.56%,-28.88%,17.5%
,roe,-671.27%,-33.4%,14.12%,-28.74%
