Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-14.14%,20.9%,64.64%
,ebitda margin growth,53.51%,-11.26%,-14.83%,-21.12%
,net income growth,47.49%,-13.53%,18%,18%
,revenue growth,26.97%,3.27%,27%,27%
,roce,61.45%,-21.03%,-17.55%,33.53%
,roe,47.47%,-22.1%,26.58%,-17.16%
