Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,27.2%,27.19%,27.19%,27.18%,27.18%,27.62%,27.62%,27.59%,27.59%,27.49%,27.49%,27.47%
FIIs,24.03%,25.39%,25.97%,25.67%,26.08%,25.56%,25.52%,25.7%,26.16%,26.52%,25.82%,28%
DIIs,10.71%,10.77%,11.77%,13.56%,13.05%,12.74%,11.77%,11.94%,11.73%,12.43%,13.97%,13.74%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,26.49%,25.01%,23.95%,22.68%,22.67%,22.72%,23.65%,23.12%,23.33%,22.64%,21.24%,20.49%
Others,11.57%,11.64%,11.12%,10.91%,11.03%,11.36%,11.44%,11.65%,11.18%,10.92%,11.47%,10.3%
No. of Shareholders,402640,382880,356830,324059,309063,292214,292905,280223,283678,280756,292281,291653
