Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
FIIs,25.31%,26.61%,23.22%,20.69%,22.07%,23.13%,21.81%,21.69%,19%,20.64%,26.08%,29.84%
DIIs,56.43%,51.32%,56.88%,57.25%,57.46%,56.26%,58.1%,59.09%,60.5%,59.16%,54.36%,50.81%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%
Public,14.16%,16.01%,15.5%,17.42%,15.99%,16.22%,15.74%,15.08%,16.34%,15.82%,15.51%,15.83%
Others,4.1%,6.06%,4.41%,4.64%,4.48%,4.39%,4.36%,4.14%,4.15%,4.38%,4.04%,3.5%
No. of Shareholders,165446,173682,176305,202603,201692,235262,243456,234989,256715,252470,360169,432684
