Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1278,1188,1563,1573,1506,1405,1539,1387,1100,1265,1587,1693
Expenses,1171,1093,1388,1412,1380,1306,1394,1272,1023,1195,1334,1362
Operating Profit,106,95,175,161,125,99,145,115,78,69,253,331
OPM %,8,8,11,10,8,7,9,8,7,5,16,20
Other Income,16,16,19,23,17,17,19,15,9,2,8,17
Interest,2,3,2,3,3,3,3,3,3,4,4,3
Depreciation,14,15,16,16,17,17,17,18,18,27,28,28
Profit before tax,106,92,177,164,122,96,143,109,65,40,229,317
Tax %,26,27,26,26,26,26,25,25,26,25,27,25
Net Profit,78,68,132,122,90,71,107,81,48,30,168,236
EPS in Rs,4.15,3.6,6.99,6.49,4.8,3.79,5.68,4.3,2.56,1.6,8.94,12.57
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,3027,3194,2724,3185,5032,5287,5253,6023,5338,5645,,
Expenses,2830,3100,2576,2511,4126,4626,4780,5488,4820,4914,,
Operating Profit,196,93,148,674,907,661,473,535,519,731,,
OPM %,6,2.9,5,21,18,12,9,9,10,13,,
Other Income,8,10,12,16,30,59,65,73,33,36,,
Interest,5,4,6,7,7,6,10,15,17,14,,
Depreciation,21,23,36,39,42,47,59,68,91,101,,
Profit before tax,179,76,118,644,888,667,468,525,443,651,,
Tax %,35,35,13,26,25,25,26,26,26,—,,
Net Profit,116,49,103,477,663,498,346,391,327,483,,
EPS in Rs,6.02,2.55,5.32,25.4,35.28,26.49,18.43,20.77,17.41,25.67,,
Dividend Payout %,37,59,52,30,22,42,49,48,60,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,96,96,96,96,94,38,38,38,38,38,,
Reserves,486,549,546,577,971,1478,1806,1982,2194,2333,,
Borrowings,0,0,0,29,41,37,17,114,130,126,,
Other Liabilities,548,650,578,552,649,725,870,932,1087,970,,
Total Liabilities,1130,1296,1221,1255,1755,2278,2731,3065,3448,3467,,
Fixed Assets,337,333,331,371,359,337,527,769,813,1474,,
CWIP,13,10,24,8,9,179,108,233,582,74,,
Investments,0,111,251,135,470,484,563,572,435,324,,
Other Assets,780,842,615,741,917,1279,1534,1492,1618,1594,,
Total Assets,1130,1296,1221,1255,1755,2278,2731,3065,3448,3467,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,69,213,133,120,435,672,304,557,342,246,,
Cash from Investing Activity,-25,-15,-27,-8,-64,-140,-147,-182,-330,-190,,
Cash from Financing Activity,-16,-57,-56,-90,-104,-178,-194,-197,-212,-228,,
Net Cash Flow,27,141,50,22,266,354,-37,178,-201,-171,,
Free Cash Flow,41,194,101,104,413,509,98,245,-36,37,,
CFO/OP,53,140,167,107,89,99,72,140,87,67,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,38,36,33,33,44,30,25,27,24,34,,
Inventory Days,46,44,31,40,51,29,55,39,50,51,,
Days Payable,65,80,60,74,90,50,66,66,66,65,,
Cash Conversion Cycle,19,0,3,0,4,8,14,0,8,20,,
Working Capital Days,22,12,5,5,19,8,19,1,4,15,,
ROCE %,57,30,12,18,72,66,37,22,23,19,,
