Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-122.69%,—,-842.85%
,ebitda margin growth,-19.38%,-6.17%,-10.38%,-11.86%
,net income growth,-27.73%,-21.93%,1%,25%
,revenue growth,-2.28%,-1.82%,20%,32%
,roce,-20.86%,-18.02%,-49.62%,46.07%
,roe,-27.74%,-28.39%,24.23%,-62.28%
