Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,60.56%,75.66%,349.32%
,ebitda margin growth,-7.03%,2.47%,0.87%,2.56%
,net income growth,-10.32%,25.82%,23%,43%
,revenue growth,3.78%,17.19%,20%,25%
,roce,-6.67%,7.8%,-1.1%,18.25%
,roe,-10.31%,5.99%,17.31%,91.66%
