Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,4.75%,7.48%,17.04%
,ebitda margin growth,-16.33%,-0.05%,-7.53%,1.67%
,net income growth,-17.57%,4.9%,3%,10%
,revenue growth,9.78%,4.41%,4%,10%
,roce,-18.07%,-0.27%,7.77%,34.96%
,roe,-17.57%,1.34%,28.09%,16.86%
