Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,722,753,767,782,832,854,898,935,1005,1070,1107,1152
Expenses,517,546,571,616,616,646,680,710,734,794,824,887
Operating Profit,205,207,196,166,216,207,219,224,271,276,283,265
OPM %,28,28,26,21,26,24,24,24,27,26,26,23
Other Income,14,19,23,21,13,21,32,11,27,30,30,18
Interest,6,6,6,8,8,8,11,10,11,10,12,15
Depreciation,30,34,34,32,33,36,41,37,42,46,50,50
Profit before tax,182,187,179,148,188,184,199,188,245,250,252,219
Tax %,25,26,28,24,26,25,23,25,25,23,25,25
Net Profit,136,139,130,112,140,137,153,142,183,192,190,164
EPS in Rs,13.86,14.13,13.31,11.38,14.72,14.38,15.97,14.87,19.22,20.4,20.13,17.47
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1365,1431,1438,1564,2160,2648,2926,3366,4117,4335,,
Expenses,998,1122,1111,1115,1498,1925,2150,2557,3064,3239,,
Operating Profit,368,309,326,450,662,723,776,809,1053,1096,,
OPM %,27,22,23,29,31,27,27,24,26,25,,
Other Income,61,49,45,34,24,66,64,87,101,105,,
Interest,1,1,20,21,23,22,24,36,44,47,,
Depreciation,48,45,71,82,103,114,126,141,175,188,,
Profit before tax,380,311,281,381,560,653,689,719,935,966,,
Tax %,24,27,26,26,25,25,26,25,24,—,,
Net Profit,290,228,209,283,418,489,512,541,706,729,,
EPS in Rs,25,19.66,18.83,26.99,41.08,49.83,52.14,56.78,75.09,77.22,,
Dividend Payout %,1,2,2,1,1,1,1,1,1,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,40,38,38,36,34,33,48,48,47,92,,
Reserves,1176,1167,1344,1270,1467,1534,1667,2199,2259,2469,,
Borrowings,1,6,2,157,175,163,194,266,358,385,,
Other Liabilities,182,208,201,260,315,324,365,406,475,744,,
Total Liabilities,1398,1419,1584,1723,1991,2055,2274,2919,3139,3691,,
Fixed Assets,325,343,348,480,728,713,773,843,974,1054,,
CWIP,2,0,0,1,0,2,21,1,0,5,,
Investments,252,165,286,437,229,196,275,406,309,308,,
Other Assets,820,910,950,806,1033,1145,1206,1669,1856,2324,,
Total Assets,1398,1419,1584,1723,1991,2055,2274,2919,3139,3691,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,312,305,206,333,365,444,493,526,655,873,,
Cash from Investing Activity,-175,26,-230,24,-2,44,-55,-483,143,-97,,
Cash from Financing Activity,-245,-304,-54,-308,-188,-416,-440,-107,-610,-622,,
Net Cash Flow,-108,28,-77,49,174,71,-2,-64,188,155,,
Free Cash Flow,283,264,154,299,326,383,403,462,539,756,,
CFO/OP,68,83,67,102,81,92,93,90,101,104,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,59,62,62,60,68,56,61,62,86,90,,
Cash Conversion Cycle,59,62,62,60,68,56,61,62,86,90,,
Working Capital Days,74,72,70,44,46,47,46,61,59,59,,
ROCE %,38,30,24,21,24,34,36,32,28,34,,
