Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,7.8%,1.63%,115.78%
,ebitda margin growth,25.75%,12.54%,3.08%,39.52%
,net income growth,25.35%,25.52%,0%,24%
,revenue growth,23.1%,2.53%,-2%,10%
,roce,29.96%,5.3%,-9.57%,16.47%
,roe,25.36%,5.54%,18.29%,121.87%
