Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,—,21.78%,-272.07%
,ebitda margin growth,-24.55%,1.69%,13.07%,83.75%
,net income growth,-51.65%,10%,45%,84%
,revenue growth,-23.81%,16.47%,5%,20%
,roce,-27.99%,-6.08%,-16.07%,13.49%
,roe,-51.66%,-6.04%,21.41%,-704.22%
