Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,561.3%,273.59%,—
,ebitda margin growth,-80.5%,10.15%,3.25%,—
,net income growth,-84.03%,62.96%,26%,35%
,revenue growth,-64.82%,2.06%,27%,33%
,roce,-82.99%,19.05%,53.82%,—
,roe,-84.06%,60.45%,2.27%,—
