Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-248.61%,-197.89%,-264.38%
,ebitda margin growth,-2.25%,4.15%,10.01%,30.71%
,net income growth,-1.06%,26.62%,39%,65%
,revenue growth,4.26%,15.57%,23%,20%
,roce,2.5%,3.73%,10.21%,4.55%
,roe,-1.05%,9.43%,20.3%,157.56%
