Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-0.16%,10.78%,12.97%
,ebitda margin growth,-10.39%,-2.21%,19.8%,-11.76%
,net income growth,-15.33%,34.54%,17%,8%
,revenue growth,-8.93%,23.92%,-19%,-2%
,roce,-10.7%,-17.54%,-62.18%,20.35%
,roe,-15.33%,5.45%,17.79%,-36.52%
