Item,Date,Document
,2026-08-27,[Disclosures under Reg. 29(2) of SEBI (SAST) Regulations 2011](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=FAA57B28_8355_4A21_81FB_8271CE052093_093746.pdf)
,2026-08-20,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=571c993e-e0e4-4e56-bab1-c878d1b2d506.pdf)
,2026-08-20,[General Updates](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7608f360-b805-4b6d-96ca-6c5c9b978a96.pdf)
,2026-08-19,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=117a5694-60a7-4a3b-8252-09d96bcf1344.pdf)
,2026-08-17,[Announcement under Regulation 30 (LODR)-Updates on Acquisition](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f37bb9e-3be2-47ba-b3fe-b9cfa3371740.pdf)
,2026-08-13,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a04741a4-1c8e-41f8-9a95-749d791361f1.pdf)
,2026-08-13,[Announcement under Regulation 30 (LODR)-Monitoring Agency Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ffc7173-4fc1-4ceb-a333-b4e5c4fb1b3f.pdf)
,2026-08-12,[Board Meeting Outcome for Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=385b1149-d292-4e5a-a697-4113333555a7.pdf)
,2026-08-12,[Shareholders Letter And Results Dated August 12 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=92a228ff-cbb6-4d9e-966e-71f819478ce0.pdf)
,2026-08-12,[Announcement under Regulation 30 (LODR)-Updates on Acquisition](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d9e60e1-e13c-4e9b-8133-47666ab9dc8a.pdf)
,Date,Document
,---,---
,2026-08-19,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f91c38df-9f28-4652-9be6-05b0f2a46b78.pdf)
,2026-05-27,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e24d35c9-8fcf-4a55-84ff-42038bf5fc0b.pdf)
,2026-02-16,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ef33749c-6258-43ec-8b3e-c83c8e5421d7.pdf)
,2025-12-04,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dcbeac66-b6b7-4efd-8bd7-b269c66bbd52.pdf)
,Date,Document
,---,---
,2026-08-13,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=716a96a1-847c-40eb-a0ed-cdf48a06eaa1.pdf)
,2026-08-13,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=19788e92-a34a-4805-bcbb-e2aa214cb599.pdf)
,2026-05-21,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42e5d141-d3a2-4c59-9ed8-d54f8c0ae028.pdf)
,Date,Document
,---,---
,2026-08-12,[Financial Results For Quarter Ended June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c3d4b26c-916b-470c-98f2-368eb74a140e.pdf)
,2026-05-20,[Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Financial Year Ended March 31 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7d065757-0205-4179-a649-43d39fe8bb9b.pdf)
,2026-02-11,[Unaudited Financial Results For The Quarter Ended December 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9bb82479-c973-4b4c-b806-7f7cc602405b.pdf)
,Date,Document
,---,---
,Nov 2025,[Concall - Nov 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9e20f6bb-aa75-4b9b-855d-9ed07a616e3b.pdf)
,Nov 2025,[Concall - Nov 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/9e20f6bb-aa75-4b9b-855d-9ed07a616e3b.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e24d35c9-8fcf-4a55-84ff-42038bf5fc0b.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachLive/e24d35c9-8fcf-4a55-84ff-42038bf5fc0b.pdf)
,Dec 2025,[Concall - Dec 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/dcbeac66-b6b7-4efd-8bd7-b269c66bbd52.pdf)
,Date,Document
,---,---
,"7h - Alpha Wave sold 43 million Lenskart shares; holding fell to 4.67% on May 8, 2026.","[Disclosures under Reg. 29(2) of SEBI (SAST) Regulations 2011 7h - Alpha Wave sold 43 million Lenskart shares; holding fell to 4.67% on May 8, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/7D2B33EE_FFE8_46ED_A1AC_75E69CD9429C_194544.pdf)"
,"30 Apr - Board meeting on May 20, 2026 to approve audited FY26 standalone and consolidated results.","[Board Meeting Intimation for Intimation Of Board Meeting 30 Apr - Board meeting on May 20, 2026 to approve audited FY26 standalone and consolidated results.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b311d2a-b56d-4fcf-95b9-f293af6e1cda.pdf)"
