Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,73.38%,73.38%,73.67%,69.32%,69.32%,69.32%,69.26%,69.27%,69.27%,69.27%,69.41%,66.53%
FIIs,8.37%,8.5%,8.37%,15.37%,14.92%,14.56%,13.43%,12.36%,12.13%,9.5%,9.74%,11.41%
DIIs,9.91%,1.1%,9.51%,9.21%,9.78%,10.04%,10.94%,11.44%,11.56%,14.43%,14.33%,16.2%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,3.89%,4.11%,3.78%,3.28%,3.2%,3.37%,3.58%,4.06%,4.17%,4.17%,3.93%,3.48%
Others,4.44%,12.91%,4.67%,2.82%,2.78%,2.71%,2.78%,2.87%,2.88%,2.64%,2.58%,2.38%
No. of Shareholders,289740,328915,360241,406220,441927,482877,543336,585827,585445,588053,565674,555401
