Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,117.76%,9.31%,187.07%
,ebitda margin growth,-23.65%,332.57%,11.98%,19.78%
,net income growth,-27.47%,—,-5%,64%
,revenue growth,62.52%,7.28%,-6%,23%
,roce,-25.74%,542.39%,-6.01%,33.2%
,roe,-27.46%,970.11%,20.55%,-38.3%
