Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,328.52%,385.23%,261.37%
,ebitda margin growth,-21.63%,-34.44%,-36.08%,-50.22%
,net income growth,-18.52%,25.99%,36%,27%
,revenue growth,-36.72%,33.89%,58%,30%
,roce,-24.05%,-19.74%,70.23%,12.4%
,roe,-18.5%,-19.31%,9.22%,-10.13%
