Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-4.79%,34.81%,42.29%
,ebitda margin growth,0.54%,-0.93%,-1.93%,-6.57%
,net income growth,-8.63%,10.18%,8%,9%
,revenue growth,3.44%,9.83%,7%,12%
,roce,2.25%,8.76%,5.89%,37.28%
,roe,-8.63%,13.59%,29.69%,8.04%
