Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,43.08%,26.79%,-392.45%
,ebitda margin growth,254.62%,9.58%,112.1%,65.41%
,net income growth,61.17%,35.63%,26%,11%
,revenue growth,74.78%,-9.27%,8%,-5%
,roce,-43.52%,34.09%,84.37%,0.41%
,roe,61.15%,18.83%,9.82%,42.34%
