Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-89.03%,-71.82%,-82.97%
,ebitda margin growth,136.41%,-20.55%,-3.93%,-15.25%
,net income growth,251.51%,-21.8%,-16%,12%
,revenue growth,8.11%,12.11%,1%,15%
,roce,193.16%,-32.13%,-4.16%,16.21%
,roe,251.56%,-34.48%,11.13%,-42.37%
