Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1187,1222,1401,1230,1312,1182,1595,1396,1376,1599,1951,2013
Expenses,1041,1088,1239,1104,1206,1044,1424,1259,1231,1441,1771,1769
Operating Profit,146,134,162,127,106,138,171,136,145,158,180,244
OPM %,12,11,12,10,8,12,11,10,11,10,9,12
Other Income,72,75,100,202,57,67,104,80,76,74,140,92
Interest,0,0,1,0,0,0,0,0,0,0,0,0
Depreciation,11,11,12,11,12,12,12,14,14,15,17,22
Profit before tax,206,198,250,318,151,193,261,203,206,216,303,314
Tax %,25,24,25,23,22,24,27,20,21,24,26,21
Net Profit,154,151,186,244,118,147,192,163,163,164,224,249
EPS in Rs,10.08,9.87,12.17,15.95,7.71,9.63,12.54,10.63,10.63,10.73,14.67,16.28
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2815,3078,2877,2768,3768,4481,5014,5319,6321,6939,,
Expenses,2374,2604,2494,2398,3339,3972,4426,4776,5701,6211,,
Operating Profit,441,474,384,370,429,509,588,543,620,727,,
OPM %,16,15,13,13,11,11,12,10,10,10,,
Other Income,153,178,169,300,398,188,321,428,370,382,,
Interest,1,1,2,1,2,1,2,2,2,2,,
Depreciation,44,41,39,39,39,46,44,47,59,67,,
Profit before tax,549,610,512,631,787,649,864,922,929,1040,,
Tax %,40,33,24,27,24,22,25,24,23,—,,
Net Profit,330,407,391,461,599,504,652,701,714,800,,
EPS in Rs,21.58,26.64,25.57,30.17,39.18,32.97,42.61,45.82,46.67,52.31,,
Dividend Payout %,19,17,22,18,15,21,19,17,19,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,31,31,31,31,31,31,31,31,31,31,,
Reserves,2110,2398,2706,2973,3384,3891,4340,4915,5465,6055,,
Borrowings,1,1,1,8,7,9,14,18,20,19,,
Other Liabilities,297,354,417,395,464,563,596,671,771,885,,
Total Liabilities,2440,2784,3154,3407,3886,4494,4980,5635,6287,6990,,
Fixed Assets,415,409,404,387,394,380,435,444,583,848,,
CWIP,8,5,10,27,26,87,21,168,210,107,,
Investments,1159,1523,1767,1121,1571,2014,2610,3584,3986,4195,,
Other Assets,857,847,973,1872,1894,2013,1915,1439,1507,1840,,
Total Assets,2440,2784,3154,3407,3886,4494,4980,5635,6287,6990,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,213,236,154,309,114,473,356,577,207,49,,
Cash from Investing Activity,-126,-134,-110,587,-859,-378,-225,-440,-82,153,,
Cash from Financing Activity,-75,-57,-75,-86,-86,-87,-97,-112,-128,-129,,
Net Cash Flow,11,44,-30,810,-831,8,35,26,-3,73,,
Free Cash Flow,178,199,110,277,59,406,325,577,-29,-105,,
CFO/OP,86,84,67,109,63,141,96,125,64,32,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,19,23,25,24,23,17,18,13,17,21,,
Inventory Days,98,90,95,104,134,80,69,53,61,73,,
Days Payable,40,32,34,28,31,23,21,22,21,16,,
Cash Conversion Cycle,76,80,86,100,126,74,66,45,57,78,,
Working Capital Days,52,60,73,82,202,159,120,68,59,62,,
ROCE %,26,24,24,18,20,21,16,19,18,16,,
