Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,52.16%,52.16%,52.16%,52.16%,52.16%,52.16%,52.16%,52.49%,52.49%,52.49%,52.49%,52.49%
FIIs,14.09%,12.72%,11.96%,10.09%,10.19%,10.48%,10.68%,9.34%,9.59%,9.11%,9.4%,9.53%
DIIs,25.84%,19.68%,28.61%,30.67%,31.57%,31.16%,31.31%,32.33%,32.29%,32.35%,32.09%,31.49%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,6.24%,6.77%,6.03%,6.02%,5.22%,5.38%,5.12%,5.05%,4.92%,5.18%,5.27%,5.63%
Others,1.67%,8.67%,1.24%,1.07%,0.86%,0.81%,0.73%,0.78%,0.7%,0.88%,0.75%,0.86%
No. of Shareholders,219510,239372,227512,224273,211051,224415,217620,227483,222526,243019,236252,241776
