Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,10.22%,-4.31%,-5.76%
,ebitda margin growth,18.26%,1.13%,-5.53%,-30.82%
,net income growth,81.35%,-1.98%,-10%,18%
,revenue growth,8.26%,7.3%,6%,13%
,roce,48.44%,-7.59%,-29.16%,24.99%
,roe,81.15%,-14.02%,17.38%,-68.24%
