Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,48.84%,48.84%,48.84%,48.85%,48.85%,48.89%,50.13%,50.13%,50.13%,50.1%,50.11%,50.03%
FIIs,9.24%,9.18%,8.86%,9.31%,11.02%,11.08%,9.74%,10.25%,10.37%,10.35%,10.61%,10.21%
DIIs,0.23%,0.09%,0.16%,0.23%,0.17%,0.16%,0.2%,0.41%,0.47%,0.38%,0.53%,0.56%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,34.85%,34.81%,34.55%,34.02%,32.83%,33.07%,32.75%,32.07%,31.91%,31.53%,31.01%,31.55%
Others,6.84%,7.09%,7.58%,7.59%,7.14%,6.8%,7.19%,7.14%,7.12%,7.63%,7.74%,7.64%
No. of Shareholders,46674,49596,56675,48308,56246,57544,57327,61599,64712,59185,56461,61856
