Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,2.62%,0.77%,76.69%
,ebitda margin growth,57.73%,5.06%,19.09%,14.33%
,net income growth,107.49%,6.19%,32%,9%
,revenue growth,2.35%,13.65%,8%,11%
,roce,71.71%,-2.33%,2.17%,18.22%
,roe,107.47%,-7.97%,17.04%,-13.64%
