Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,64.46%,52%,234.25%
,ebitda margin growth,-5.61%,-12.55%,-12.79%,16.56%
,net income growth,-7.46%,2.62%,12%,155%
,revenue growth,3.66%,43.43%,20%,25%
,roce,-8.49%,-36.08%,-47.58%,19.58%
,roe,-7.46%,-18.01%,22.29%,-22.29%
