Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-66.22%,-75.11%,-0.24%
,ebitda margin growth,-37.01%,4.56%,7.93%,19.64%
,net income growth,-98.09%,-9.83%,8%,19%
,revenue growth,-7%,22.5%,21%,32%
,roce,-53.56%,-48.49%,-28.9%,10.83%
,roe,-98.09%,-64.12%,7.12%,-37.9%
