Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,6.51%,17.49%,30.4%
,ebitda margin growth,-2.88%,2.8%,1.04%,-2.92%
,net income growth,-2.64%,1.35%,8%,9%
,revenue growth,3.34%,4.68%,6%,10%
,roce,-2.2%,-11.43%,-12.2%,58.01%
,roe,-2.64%,-10.52%,49.01%,6.54%
