Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,35.14%,18.55%,57.98%
,ebitda margin growth,-8.52%,4.68%,52.8%,17.14%
,net income growth,-9.91%,2.36%,13%,11%
,revenue growth,674.98%,-3.37%,12%,7%
,roce,—,-7.14%,4%,0.55%
,roe,—,-8.94%,13.28%,-0.15%
