Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,29712,23349,27959,23998,24675,24490,29316,25922,26704,27371,30813,26246
Expenses,25837,21206,24476,21778,21762,22460,25832,23153,24176,25077,26405,22093
Operating Profit,3875,2142,3483,2220,2913,2030,3484,2769,2528,2294,4409,4153
OPM %,13,9,12,9,12,8,12,11,9,8,14,16
Other Income,-174,355,-43,-28,322,393,362,235,-34,248,202,87
Interest,605,614,642,691,758,680,664,595,484,547,532,493
Depreciation,1327,1321,1356,1402,1304,1421,1524,1441,1453,1516,1577,1560
Profit before tax,1770,563,1441,98,1173,323,1657,968,556,480,2502,2187
Tax %,26,25,22,17,24,56,25,23,25,22,27,25
Net Profit,1306,423,1126,82,897,142,1251,745,419,374,1835,1644
EPS in Rs,3.16,1.02,2.73,0.2,2.17,0.34,3.03,1.8,1.01,0.91,4.44,3.98
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,57496,66973,61664,69114,103477,104448,105378,102479,110811,111135,,
Expenses,52788,57167,51400,56337,82114,96410,94229,91789,98692,97751,,
Operating Profit,4708,9807,10264,12776,21363,8038,11149,10690,12119,13384,,
OPM %,8,15,17,18,21,8,11,10,11,12,,
Other Income,654,283,280,1349,902,1856,665,1006,532,503,,
Interest,2823,3155,3487,2817,1698,2037,2474,2793,2158,2057,,
Depreciation,3066,3385,3756,4103,4275,4964,5278,5651,5988,6107,,
Profit before tax,-527,3549,3302,7206,16292,2892,4062,3252,4506,5724,,
Tax %,-47,34,36,42,25,25,24,27,25,—,,
Net Profit,-281,2349,2121,4148,12243,2177,3067,2372,3373,4272,,
EPS in Rs,-0.68,5.69,5.13,10.04,29.64,5.27,7.42,5.74,8.17,10.34,,
Dividend Payout %,0,9,0,28,30,28,27,28,29,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,4131,4131,4131,4131,4131,4131,4131,4131,4131,4131,,
Reserves,32912,32816,35516,37380,41276,50081,50616,52971,54775,56225,,
Borrowings,41396,45409,45170,54127,37677,17284,30773,36323,36934,31928,,
Other Liabilities,29405,33339,33385,31560,35007,48885,45262,47598,40878,43941,,
Total Liabilities,107843,115694,118201,127198,118090,120381,130782,141022,136718,136224,,
Fixed Assets,50300,58625,61374,69034,67618,73677,73543,72426,73327,75989,,
CWIP,23275,18395,16014,8753,8881,4710,4891,6141,7206,10552,,
Investments,2475,2629,2975,3240,3442,3757,4185,4589,4976,4339,,
Other Assets,31792,36044,37838,46170,38149,38237,48163,57867,51209,45344,,
Total Assets,107843,115694,118201,127198,118090,120381,130782,141022,136718,136224,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,2160,6164,7215,-618,23430,30987,-5290,2911,9914,19039,,
Cash from Investing Activity,-5467,-6480,-3694,-4261,-3295,-3976,-3371,-4261,-5268,-7899,,
Cash from Financing Activity,3302,269,-3549,5003,-19808,-27398,8587,1362,-4424,-11403,,
Net Cash Flow,-5,-47,-28,125,328,-387,-74,12,222,-263,,
Free Cash Flow,-3267,-441,3335,-4999,20019,27557,-8812,-1297,4537,10942,,
CFO/OP,1863,134,74,-5,184,145,-61,27,99,163,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,24,25,25,52,43,17,19,29,27,21,,
Inventory Days,274,199,243,370,207,170,180,222,211,158,,
Days Payable,90,87,89,97,107,143,92,103,75,72,,
Cash Conversion Cycle,209,137,179,325,144,44,107,148,163,108,,
Working Capital Days,-172,-87,-51,-24,-78,-39,-41,-20,-17,-27,,
ROCE %,-2,3,9,8,11,24,6,8,7,8,,
