Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-16.13%,27.86%,—
,ebitda margin growth,-18.17%,22.91%,28.93%,381.44%
,net income growth,-22.23%,51.29%,209%,62%
,revenue growth,-4.08%,12.78%,22%,35%
,roce,-23%,-8.85%,40.77%,20.95%
,roe,-22.24%,9.44%,24.15%,-655.19%
