Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,79.5%,49.08%,358.2%
,ebitda margin growth,-14.63%,-0.72%,0.84%,24.81%
,net income growth,-31.12%,-1.45%,40%,32%
,revenue growth,2.68%,10.68%,17%,17%
,roce,-19.07%,-15.99%,-9.43%,10.8%
,roe,-31.12%,-16.2%,10.41%,156.44%
