Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.11%,27.44%,34.02%
,ebitda margin growth,7.26%,5.4%,12.49%,-2.94%
,net income growth,8.66%,33.6%,9%,12%
,revenue growth,2.91%,19.59%,6%,12%
,roce,7.32%,-0.86%,27.64%,59.62%
,roe,8.66%,-21.32%,63.29%,117.62%
