Item,Date,Document
,2026-09-09,[Announcement under Regulation 30 (LODR)-Appointment of Statutory Auditor/s](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0c18478-eaac-44ae-aee5-e63aaad79eb2.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ca17132-55de-4b2d-a104-b3e81e647121.pdf)
,2026-09-08,[Letter To Shareholders Containing Weblink Of Annual Report Of The Company For The FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6f0fcf51-e42f-41f4-b9c5-4aed53c7a91b.pdf)
,2026-09-08,[Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015 (LODR) - NIRL Has Received Letter Of Award (Loa) From SJVN Limited](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=013980ed-7033-4d37-890e-458548a33805.pdf)
,2026-09-08,[Business Responsibility and Sustainability Reporting (BRSR)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=71cde2a9-2a9d-423b-a7ae-fe3168f21618.pdf)
,2026-09-07,[Intimation And Notice Of 70Th Annual General Meeting Of The Company For The Financial Year 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=84fb69be-a31d-4f37-bef8-a23033389651.pdf)
,2026-09-06,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bcbad810-a66a-44a6-aa23-1719de71555f.pdf)
,2026-09-05,[Board Meeting Outcome for Outcome Of The Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe0f08e3-e92e-492d-af37-eafbc89a8bfc.pdf)
,2026-09-05,[Record Date For Final Dividend If Approved.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1bb10f54-d5e5-4f30-ae0e-a48e2b84e097.pdf)
,2026-09-05,[Intimation Of Book Closure.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13b30402-0f2e-4299-a38c-82a51eebd045.pdf)
,Date,Document
,---,---
,"9h - India Ratings affirmed IND AAA/Stable for ₹2,923cr bank loans and ₹2,500cr NCDs; IND A1+ for ₹6,000cr CPs.","[Announcement under Regulation 30 (LODR)-Credit Rating 9h - India Ratings affirmed IND AAA/Stable for ₹2,923cr bank loans and ₹2,500cr NCDs; IND A1+ for ₹6,000cr CPs.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/4c930fbc-9855-4981-ac80-22aaf68a8008.pdf)"
,"8h - CARE ESG assigned NLC India 61.2 (CareEdge-ESG 2) on 23-Mar-2026, indicating strong ESG position.","[Announcement under Regulation 30 (LODR)-Credit Rating 8h - CARE ESG assigned NLC India 61.2 (CareEdge-ESG 2) on 23-Mar-2026, indicating strong ESG position.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/f09c4714-cd8f-4078-8a8d-ade0f9fc1f50.pdf)"
,6h - Composite licence granted on 24 Apr 2026 for Semhardih and Raipura phosphorite-limestone blocks in Chhattisgarh.,"[Announcement Under Regulation 30 And 51 Of The SEBI (LODR) Regulations, 2015 6h - Composite licence granted on 24 Apr 2026 for Semhardih and Raipura phosphorite-limestone blocks in Chhattisgarh.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/d27d3b6b-5ec5-4416-9602-14def9b4c5e8.pdf)"
,6 May - Board meets 13 May 2026 to approve audited FY26 results and consider final dividend.,[Board Meeting Intimation for Intimation Of Board Meeting. 6 May - Board meets 13 May 2026 to approve audited FY26 results and consider final dividend.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/5b9a3bc5-e9d6-454d-a68b-d17429086344.pdf)
,6 Mar - Revised board outcome (10 Feb 2026) attaches signed limited review report for Q3 results (quarter ended 31 Dec 2025).,"[Revised Outcome Of Board Meeting Held On 10Th February, 2026, With The Signed Limited Review Report Given By The Joint Statutory Auditors Of The Company On The Un-Audited Financial Results Of The Company For The Quarter Ended 31St December, 2025. 6 Mar - Revised board outcome (10 Feb 2026) attaches signed limited review report for Q3 results (quarter ended 31 Dec 2025).](https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a3f888f-374f-451a-9424-46f60c77c1aa.pdf)"
,4 Apr - NLC India filed Regulation 74(5) certification for quarter and year ended 31 March 2026.,"[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 4 Apr - NLC India filed Regulation 74(5) certification for quarter and year ended 31 March 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/fd0970a8-5ea2-4baa-9704-de1b3adde23a.pdf)"
,"31 Mar - Shri Hemant Kumar ceased as Executive Director on 31 March 2026 upon superannuation.,""checklist"":[""Review announcement text for event and details"",""Assess materiality and investor impact"",""Classify priority based …","[Announcement under Regulation 30 (LODR)-Change in Management 31 Mar - Shri Hemant Kumar ceased as Executive Director on 31 March 2026 upon superannuation.,""checklist"":[""Review announcement text for event and details"",""Assess materiality and investor impact"",""Classify priority based …](https://www.bseindia.com/xml-data/corpfiling/AttachHis/cededde9-4862-4396-b848-996c52f97526.pdf)"
,30 Apr - Shri Anandaramanujam K ceased as Executive Director on 30 April 2026 upon superannuation.,[Announcement under Regulation 30 (LODR)-Change in Management 30 Apr - Shri Anandaramanujam K ceased as Executive Director on 30 April 2026 upon superannuation.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1b688608-856f-4033-a545-ff516059db77.pdf)
,30 Apr - Shri Anandaramanujam K ceased as Executive Director on 30 April 2026 upon superannuation.,[Announcement under Regulation 30 (LODR)-Change in Management 30 Apr - Shri Anandaramanujam K ceased as Executive Director on 30 April 2026 upon superannuation.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/1b688608-856f-4033-a545-ff516059db77.pdf)
,"29 Mar - Pachwara South coal production began 29-Mar-2026; reserves 264.84 Mt, 9 Mtpa, supplies NUPPL's 3x660MW Ghatampur plant.","[Intimation Under Regulation 30 And 51 Of SEBI (LODR) Regulations, 2015 29 Mar - Pachwara South coal production began 29-Mar-2026; reserves 264.84 Mt, 9 Mtpa, supplies NUPPL's 3x660MW Ghatampur plant.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/428d6d26-c047-4a83-813a-8081ef47956f.pdf)"
,Date,Document
,---,---
,2026-08-07,[Results- Financials For Quarter Ended 30Th June 2026.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b1e76d6-6477-4611-b278-e43e422965b8.pdf)
,2026-05-13,[Results For FY 2025-26](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=26ed5518-ca19-4bc9-b421-ef86d45da0bb.pdf)
,2026-02-10,[Outcome Of Board Meeting For The Quarter Ended December 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3b6a829-9de1-4b1e-b9b5-ff11f7c24e9b.pdf)
,2025-10-29,[Financial Results For The Quarter And Half Year Ended 30.09.2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1773fa21-86b9-4e3c-89cb-b709699287c9.pdf)
,2025-08-07,[Quarterly Financial Results For The Quarter Ended 30.06.2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=211c0dd2-e5c6-4d7b-b295-fd81f71d762a.pdf)
,2025-05-19,[Results - Audited Financial Results (Standalone And Consolidated) For March 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d7b16f9e-5bb7-4c61-84fc-af45d98d9fbc.pdf)
