Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,199.28%,173.22%,—
,ebitda margin growth,98.22%,66.16%,77.77%,184.34%
,net income growth,71.27%,194.54%,105%,118%
,revenue growth,6.73%,68.71%,34%,29%
,roce,122.05%,87.11%,53.97%,25.89%
,roe,71.25%,97.27%,26.14%,240.02%
