Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-52.88%,-40.95%,154.43%
,ebitda margin growth,637.11%,-0.76%,-10.25%,15.24%
,net income growth,247.19%,8.06%,-12%,30%
,revenue growth,9.67%,11.37%,21%,20%
,roce,29.19%,-4.68%,-11.54%,5.29%
,roe,247.15%,-13.04%,5.48%,439.68%
