Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,56.54%,19.16%,—
,ebitda margin growth,11.26%,40.65%,58.52%,28.56%
,net income growth,14.44%,129.94%,21%,21%
,revenue growth,11.48%,41.21%,17%,23%
,roce,12.61%,59.49%,63.4%,15.29%
,roe,14.43%,51.96%,13.01%,17.03%
